key_mmdd,year,iso_date,fact_domain,fact_category,fact_tags,title,byline,role,work_type,summary_template,source_url,source_system,source_id,country,language,extra,used_on,use_count
05-20,1972,1972-05-20,arts,song,chart_entry,Tumbling Dice,The Rolling Stones,artist,song,"On this day in 1972, ""Tumbling Dice"" by The Rolling Stones entered the US Top 10. It went on to reach #7 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1972,songs_top10_us,,US,en,chart=US Top 10;release_date=1972-04-14;entry_date=1972-05-20;peak_date=1972-05-27;peak_position=7;date_source=wikidata:P577,,0
05-20,1978,1978-05-20,arts,song,chart_entry,Feels So Good,Chuck Mangione,artist,song,"On this day in 1978, ""Feels So Good"" by Chuck Mangione entered the US Top 10. It went on to reach #4 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1978,songs_top10_us,,US,en,chart=US Top 10;entry_date=1978-05-20;peak_date=1978-06-10;peak_position=4,,0
05-20,1978,1978-05-20,arts,song,no1,With a Little Luck,Wings,artist,song,"On this day in 1978, ""With a Little Luck"" by Wings hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1978,songs_top10_us,,US,en,chart=US Top 10;release_date=1978-03-23;entry_date=1978-04-22;peak_date=1978-05-20;peak_position=1;date_source=wikidata:P577,,0
05-20,1983,1983-05-20,arts,song,release,Every Breath You Take,The Police,artist,song,"On this day in 1983, ""Every Breath You Take"" by The Police was released. It later reached #1 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1983,songs_top10_us,,US,en,chart=US Top 10;release_date=1983-05-20;entry_date=1983-06-25;peak_date=1983-07-09;peak_position=1;date_source=wikidata:P577,,0
05-20,1988,1988-05-20,arts,song,release,I Don't Wanna Live Without Your Love,Chicago,artist,song,"On this day in 1988, ""I Don't Wanna Live Without Your Love"" by Chicago was released. It later reached #3 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1988,songs_top10_us,,US,en,chart=US Top 10;release_date=1988-05-20;entry_date=1988-08-06;peak_date=1988-08-27;peak_position=3;date_source=wikidata:P577,,0
05-20,1989,1989-05-20,arts,song,chart_entry,Every Little Step,Bobby Brown,artist,song,"On this day in 1989, ""Every Little Step"" by Bobby Brown entered the US Top 10. It went on to reach #3 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1989,songs_top10_us,,US,en,chart=US Top 10;release_date=1989-03-09;entry_date=1989-05-20;peak_date=1989-06-10;peak_position=3;date_source=wikidata:P577,,0
05-20,1989,1989-05-20,arts,song,no1,Forever Your Girl,Paula Abdul,artist,song,"On this day in 1989, ""Forever Your Girl"" by Paula Abdul hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1989,songs_top10_us,,US,en,chart=US Top 10;release_date=1988-06-13;entry_date=1989-04-29;peak_date=1989-05-20;peak_position=1;date_source=wikidata:P577,,0
05-20,1994,1994-05-20,arts,song,release,When Can I See You,Babyface,artist,song,"On this day in 1994, ""When Can I See You"" by Babyface was released. It later reached #4 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1994,songs_top10_us,,US,en,chart=US Top 10;release_date=1994-05-20;entry_date=1994-08-20;peak_date=1994-09-10;peak_position=4;date_source=wikidata:P577,,0
05-20,1995,1995-05-20,arts,song,chart_entry,I'll Be There for You,Method Man featuring Mary J. Blige,artist,song,"On this day in 1995, ""I'll Be There for You"" by Method Man featuring Mary J. Blige entered the US Top 10. It went on to reach #3 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1995,songs_top10_us,,US,en,chart=US Top 10;entry_date=1995-05-20;peak_date=1995-06-03;peak_position=3,,0
05-20,1995,1995-05-20,arts,song,chart_entry,Total Eclipse of the Heart,Nicki French,artist,song,"On this day in 1995, ""Total Eclipse of the Heart"" by Nicki French entered the US Top 10. It went on to reach #2 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1995,songs_top10_us,,US,en,chart=US Top 10;release_date=1983-02-11;entry_date=1995-05-20;peak_date=1995-06-24;peak_position=2;date_source=wikitext:released,,0
05-20,2001,2001-05-20,arts,song,release,Bootylicious,Destiny's Child,artist,song,"On this day in 2001, ""Bootylicious"" by Destiny's Child was released. It later reached #1 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,songs_top10_us,,US,en,chart=US Top 10;release_date=2001-05-20;entry_date=2001-07-14;peak_date=2001-08-04;peak_position=1;date_source=wikidata:P577,,0
05-20,2006,2006-05-20,arts,song,chart_entry,Over My Head (Cable Car),The Fray,artist,song,"On this day in 2006, ""Over My Head (Cable Car)"" by The Fray entered the US Top 10. It went on to reach #8 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2006,songs_top10_us,,US,en,chart=US Top 10;release_date=2006-03-07;entry_date=2006-05-20;peak_date=2006-06-03;peak_position=8;date_source=wikidata:P577,,0
05-20,2006,2006-05-20,arts,song,chart_entry,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,artist,song,"On this day in 2006, ""Where'd You Go"" by Fort Minor featuring Holly Brook and Jonah Matranga entered the US Top 10. It went on to reach #4 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2006,songs_top10_us,,US,en,chart=US Top 10;entry_date=2006-05-20;peak_date=2006-06-10;peak_position=4,,0
05-20,2008,2008-05-20,arts,song,release,In the Ayer,Flo Rida featuring will.i.am,artist,song,"On this day in 2008, ""In the Ayer"" by Flo Rida featuring will.i.am was released. It later reached #9 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2008,songs_top10_us,,US,en,chart=US Top 10;release_date=2008-05-20;entry_date=2008-09-20;peak_date=2008-09-20;peak_position=9;date_source=wikidata:P577,,0
05-20,2011,2011-05-20,arts,song,release,I'm on One,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",artist,song,"On this day in 2011, ""I'm on One"" by DJ Khaled featuring Drake, Rick Ross and Lil Wayne was released. It later reached #10 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2011,songs_top10_us,,US,en,chart=US Top 10;release_date=2011-05-20;entry_date=2011-06-11;peak_date=2011-06-11;peak_position=10;date_source=wikitext:released,,0
05-20,2016,2016-05-20,arts,song,release,Dangerous Woman,Ariana Grande,artist,song,"On this day in 2016, ""Dangerous Woman"" by Ariana Grande was released. It later reached #8 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2016,songs_top10_us,,US,en,chart=US Top 10;release_date=2016-05-20;entry_date=2016-04-02;peak_date=2016-06-11;peak_position=8;date_source=wikidata:P577,,0
05-20,2017,2017-05-20,arts,song,no1,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",artist,song,"On this day in 2017, ""I'm the One"" by DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2017,songs_top10_us,,US,en,chart=US Top 10;entry_date=2017-05-20;peak_date=2017-05-20;peak_position=1,,0
05-20,2023,2023-05-20,arts,song,chart_entry,Favorite Song,Toosii,artist,song,"On this day in 2023, ""Favorite Song"" by Toosii entered the US Top 10. It went on to reach #5 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2023,songs_top10_us,,US,en,chart=US Top 10;entry_date=2023-05-20;peak_date=2023-06-03;peak_position=5,,0
05-21,1963,1963-05-21,arts,song,release,Fingertips,Little Stevie Wonder,artist,song,"On this day in 1963, ""Fingertips"" by Little Stevie Wonder was released. It later reached #1 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1963,songs_top10_us,,US,en,chart=US Top 10;release_date=1963-05-21;entry_date=1963-07-20;peak_date=1963-08-10;peak_position=1;date_source=wikidata:P577,,0
05-21,1966,1966-05-21,arts,song,chart_entry,A Groovy Kind of Love,The Mindbenders,artist,song,"On this day in 1966, ""A Groovy Kind of Love"" by The Mindbenders entered the US Top 10. It went on to reach #2 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1966,songs_top10_us,,US,en,chart=US Top 10;release_date=1965;entry_date=1966-05-21;peak_date=1966-05-28;peak_position=2;date_source=wikidata:P577,,0
05-21,1966,1966-05-21,arts,song,chart_entry,Love Is Like an Itching in My Heart,The Supremes,artist,song,"On this day in 1966, ""Love Is Like an Itching in My Heart"" by The Supremes entered the US Top 10. It went on to reach #9 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1966,songs_top10_us,,US,en,chart=US Top 10;release_date=1966-04-08;entry_date=1966-05-21;peak_date=1966-05-28;peak_position=9;date_source=wikidata:P577,,0
05-21,1977,1977-05-21,arts,song,chart_entry,Lucille,Kenny Rogers,artist,song,"On this day in 1977, ""Lucille"" by Kenny Rogers entered the US Top 10. It went on to reach #5 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1977,songs_top10_us,,US,en,chart=US Top 10;entry_date=1977-05-21;peak_date=1977-06-18;peak_position=5,,0
05-21,1977,1977-05-21,arts,song,no1,Sir Duke,Stevie Wonder,artist,song,"On this day in 1977, ""Sir Duke"" by Stevie Wonder hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1977,songs_top10_us,,US,en,chart=US Top 10;release_date=1977-03-22;entry_date=1977-04-30;peak_date=1977-05-21;peak_position=1;date_source=wikidata:P577,,0
05-21,1979,1979-05-21,arts,song,release,The Devil Went Down to Georgia,Charlie Daniels,artist,song,"On this day in 1979, ""The Devil Went Down to Georgia"" by Charlie Daniels was released. It later reached #3 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1979,songs_top10_us,,US,en,chart=US Top 10;release_date=1979-05-21;entry_date=1979-08-18;peak_date=1979-09-15;peak_position=3;date_source=wikidata:P577,,0
05-21,1983,1983-05-21,arts,song,no1,Let's Dance,David Bowie,artist,song,"On this day in 1983, ""Let's Dance"" by David Bowie hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1983,songs_top10_us,,US,en,chart=US Top 10;entry_date=1983-04-23;peak_date=1983-05-21;peak_position=1,,0
05-21,1983,1983-05-21,arts,song,chart_entry,My Love,Lionel Richie,artist,song,"On this day in 1983, ""My Love"" by Lionel Richie entered the US Top 10. It went on to reach #5 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1983,songs_top10_us,,US,en,chart=US Top 10;entry_date=1983-05-21;peak_date=1983-06-11;peak_position=5,,0
05-21,1983,1983-05-21,arts,song,chart_entry,Time (Clock of the Heart),Culture Club,artist,song,"On this day in 1983, ""Time (Clock of the Heart)"" by Culture Club entered the US Top 10. It went on to reach #2 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1983,songs_top10_us,,US,en,chart=US Top 10;release_date=1982-11-19;entry_date=1983-05-21;peak_date=1983-06-18;peak_position=2;date_source=wikidata:P577,,0
05-21,1984,1984-05-21,arts,song,release,God Bless the U.S.A.,American Idol Finalists,artist,song,"On this day in 1984, ""God Bless the U.S.A."" by American Idol Finalists was released. It later reached #4 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2003,songs_top10_us,,US,en,chart=US Top 10;release_date=1984-05-21;entry_date=2003-05-03;peak_date=2003-05-03;peak_position=4;date_source=wikitext:released,,0
05-21,1988,1988-05-21,arts,song,chart_entry,Everything Your Heart Desires,Hall & Oates,artist,song,"On this day in 1988, ""Everything Your Heart Desires"" by Hall & Oates entered the US Top 10. It went on to reach #3 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1988,songs_top10_us,,US,en,chart=US Top 10;release_date=1988-04-16;entry_date=1988-05-21;peak_date=1988-06-11;peak_position=3;date_source=wikidata:P577,,0
05-21,1988,1988-05-21,arts,song,chart_entry,Two Occasions,The Deele,artist,song,"On this day in 1988, ""Two Occasions"" by The Deele entered the US Top 10. It went on to reach #10 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1988,songs_top10_us,,US,en,chart=US Top 10;release_date=1988;entry_date=1988-05-21;peak_date=1988-05-21;peak_position=10;date_source=wikidata:P577,,0
05-21,1988,1988-05-21,arts,song,chart_entry,Wait,White Lion,artist,song,"On this day in 1988, ""Wait"" by White Lion entered the US Top 10. It went on to reach #8 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1988,songs_top10_us,,US,en,chart=US Top 10;entry_date=1988-05-21;peak_date=1988-05-21;peak_position=8,,0
05-21,1990,1990-05-21,arts,song,release,Jerk Out,The Time,artist,song,"On this day in 1990, ""Jerk Out"" by The Time was released. It later reached #9 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1990,songs_top10_us,,US,en,chart=US Top 10;release_date=1990-05-21;entry_date=1990-08-25;peak_date=1990-08-25;peak_position=9;date_source=wikidata:P577,,0
05-21,1994,1994-05-21,arts,song,no1,I Swear,All-4-One,artist,song,"On this day in 1994, ""I Swear"" by All-4-One hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1994,songs_top10_us,,US,en,chart=US Top 10;release_date=1993-11-19;entry_date=1994-05-14;peak_date=1994-05-21;peak_position=1;date_source=wikidata:P577,,0
05-21,1994,1994-05-21,arts,song,chart_entry,You Mean the World to Me,Toni Braxton,artist,song,"On this day in 1994, ""You Mean the World to Me"" by Toni Braxton entered the US Top 10. It went on to reach #7 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1994,songs_top10_us,,US,en,chart=US Top 10;entry_date=1994-05-21;peak_date=1994-05-28;peak_position=7,,0
05-21,1996,1996-05-21,arts,song,release,Until It Sleeps,Metallica,artist,song,"On this day in 1996, ""Until It Sleeps"" by Metallica was released. It later reached #10 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1996,songs_top10_us,,US,en,chart=US Top 10;release_date=1996-05-21;entry_date=1996-06-08;peak_date=1996-06-08;peak_position=10;date_source=wikidata:P577,,0
05-21,1996,1996-05-21,arts,song,release,Why I Love You So Much,Monica,artist,song,"On this day in 1996, ""Why I Love You So Much"" by Monica was released. It later reached #9 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1996,songs_top10_us,,US,en,chart=US Top 10;release_date=1996-05-21;entry_date=1996-07-06;peak_date=1996-07-06;peak_position=9;date_source=wikitext:released,,0
05-21,1996,1996-05-21,arts,song,release,You're Makin' Me High,Toni Braxton,artist,song,"On this day in 1996, ""You're Makin' Me High"" by Toni Braxton was released. It later reached #1 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1996,songs_top10_us,,US,en,chart=US Top 10;release_date=1996-05-21;entry_date=1996-06-08;peak_date=1996-07-27;peak_position=1;date_source=wikidata:P577,,0
05-21,2002,2002-05-21,arts,song,release,I Need a Girl (Part Two),"P. Diddy featuring Tammy Ruggeri, Ginuwine, Loon, and Mario Winans",artist,song,"On this day in 2002, ""I Need a Girl (Part Two)"" by P. Diddy featuring Tammy Ruggeri, Ginuwine, Loon, and Mario Winans was released. It later reached #4 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2002,songs_top10_us,,US,en,chart=US Top 10;release_date=2002-05-21;entry_date=2002-07-13;peak_date=2002-08-03;peak_position=4;date_source=wikitext:released,,0
05-21,2002,2002-05-21,arts,song,release,Move Bitch,Ludacris featuring Mystikal and Infamous 2.0,artist,song,"On this day in 2002, ""Move Bitch"" by Ludacris featuring Mystikal and Infamous 2.0 was released. It later reached #10 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2002,songs_top10_us,,US,en,chart=US Top 10;release_date=2002-05-21;entry_date=2002-10-05;peak_date=2002-10-05;peak_position=10;date_source=wikidata:P577,,0
05-21,2011,2011-05-21,arts,song,chart_entry,Just a Kiss,Lady Antebellum,artist,song,"On this day in 2011, ""Just a Kiss"" by Lady Antebellum entered the US Top 10. It went on to reach #7 on the chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2011,songs_top10_us,,US,en,chart=US Top 10;entry_date=2011-05-21;peak_date=2011-05-21;peak_position=7,,0
05-21,2011,2011-05-21,arts,song,no1,Rolling in the Deep,Adele,artist,song,"On this day in 2011, ""Rolling in the Deep"" by Adele hit number one on the US Top 10 chart.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2011,songs_top10_us,,US,en,chart=US Top 10;release_date=2010-11-29;entry_date=2011-04-16;peak_date=2011-05-21;peak_position=1;date_source=wikidata:P577,,0
05-21,2012,2012-05-21,arts,song,release,Where Have You Been,Rihanna,artist,song,"On this day in 2012, ""Where Have You Been"" by Rihanna was released. It later reached #5 on the US charts.",https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2012,songs_top10_us,,US,en,chart=US Top 10;release_date=2012-05-21;entry_date=2012-06-16;peak_date=2012-07-07;peak_position=5;date_source=wikidata:P577,,0
